species,genus,subfamily,family,suborder,order
Grammitis_bryophila,Grammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Grammitis_ebenina,Grammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Grammitis_bufonis,Grammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Grammitis_limbata,Grammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Grammitis_paramicola,Grammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Grammitis_marginelloides,Grammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Grammitis_cincta,Grammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Cochlidium_punctatum,Cochlidium,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Cochlidium_serrulatum,Cochlidium,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Cochlidium_rostratum,Cochlidium,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Cochlidium_linearifolium,Cochlidium,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Cochlidium_seminudum,Cochlidium,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Cochlidium_jungens,Cochlidium,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Grammitis_copelandii,Grammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Grammitis_melanoloma,Grammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Grammitis_coriaceifolia,Grammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Grammitis_cryptophlebia,Grammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Grammitis_kyimbilensis,Grammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lomaphlebia_turquina,Lomaphlebia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lomaphlebia_linearis,Lomaphlebia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Terpsichore_asplenifolia,Terpsichore,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Terpsichore_lehmanniana,Terpsichore,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Terpsichore_atroviridis,Terpsichore,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Terpsichore_staheliana,Terpsichore,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Terpsichore_eggersii,Terpsichore,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Terpsichore_hanekeana,Terpsichore,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Terpsichore_chrysleri,Terpsichore,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Calymmodon_gracilis,Calymmodon,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Calymmodon_cucullatus,Calymmodon,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Calymmodon_clavifer,Calymmodon,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Calymmodon_latealatus,Calymmodon,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Calymmodon_orientalis,Calymmodon,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Calymmodon_ponapensis,Calymmodon,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Calymmodon_mnioides,Calymmodon,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Calymmodon_asiaticus,Calymmodon,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Calymmodon_luerssenianus,Calymmodon,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Micropolypodium_okuboi,Micropolypodium,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Micropolypodium_sikkimense,Micropolypodium,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Calligrammitis_beddomeana,Calligrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Tomophyllum_donianum,Tomophyllum,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Tomophyllum_sakaguchianum,Tomophyllum,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Tomophyllum_perplexum,Tomophyllum,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Tomophyllum_repandulum,Tomophyllum,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Devolia_orientalis,Devolia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Boonkerdia_khaoluangensis,Boonkerdia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Tomophyllum_macrum,Tomophyllum,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Tomophyllum_secundum,Tomophyllum,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Tomophyllum_subsecundodissectum,Tomophyllum,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Tomophyllum_walleri,Tomophyllum,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Scleroglossum_pusillum,Scleroglossum,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Scleroglossum_pyxidatum,Scleroglossum,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Scleroglossum_wooroonooran,Scleroglossum,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Scleroglossum_sulcatum,Scleroglossum,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Dasygrammitis_brevivenosa,Dasygrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Dasygrammitis_mollicoma,Dasygrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Dasygrammitis_crassifrons,Dasygrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Dasygrammitis_fuscata,Dasygrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Dasygrammitis_purpurascens,Dasygrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Dasygrammitis_malaccana,Dasygrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Ctenopterella_lasiostipes,Ctenopterella,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Ctenopterella_blechnoides,Ctenopterella,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Ctenopterella_nhatrangensis,Ctenopterella,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Grammitastrum_pseudaustrale,Grammitastrum,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Thalassogrammitis_deplanchei,Thalassogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Grammitis_nudicarpa,Grammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Howeogrammitis_diminuta,Howeogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Notogrammitis_angustifolia,Notogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Notogrammitis_crassior,Notogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Notogrammitis_billardierei,Notogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Notogrammitis_pseudociliata,Notogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Notogrammitis_rawlingsii,Notogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Notogrammitis_ciliata,Notogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Notogrammitis_givenii,Notogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Notogrammitis_patagonica,Notogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Notogrammitis_rigida,Notogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Notogrammitis_heterophylla,Notogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_adspersa,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_subevenosa,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_havilandii,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_reinwardtii,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_archboldii,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_scabristipes,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_subspathulata,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_tuberculata,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_longiceps,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_sumatrana,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_torricelliana,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_congener,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_locellata,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_dolichosora,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_marivelesensis,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_tenuisecta,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_halconensis,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_conjunctisora,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_curtisii,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_hirtelloides,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_multifolia,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_pilosiuscula,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_setigera,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_fasciata,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_ctenoidea,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_yoderi,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_neocaledonica,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_wurunuran,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_reinwardtioides,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_baldwinii,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_forbesiana,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_hookeri,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_knutsfordiana,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_tuyamae,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_jagoriana,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Archigrammitis_ponapensis,Archigrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_scleroglossoides,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_dorsipila,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_taiwanensis,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_malayensis,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_caespitosa,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_padangensis,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_parva,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_raiateensis,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_graminella,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_flavovirens,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_conformis,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_frigida,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_subpinnatifida,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_cheesemanii,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_hirtella,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_kinabaluensis,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_nana,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_ligulata,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_mollipila,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_sinohirtella,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_uapensis,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_curtipila,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_parvula,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_pleurogrammoides,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_medialis,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_fenicis,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Oreogrammitis_holttumii,Oreogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_khasyana,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_celebica,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_alata,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_kanashiroi,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_contigua,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_pubipes,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_rhodocarpa,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_subnuda,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_formosana,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_pectinata,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_maidenii,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_palauensis,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_samoensis,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_davalliacea,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_venulosa,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_urceolaris,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_obliquata,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_barathrophylla,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Calymmodon_curtus,Calymmodon,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Archigrammitis_marquesensis,Archigrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Archigrammitis_tahitensis,Archigrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Prosaptia_nutans,Prosaptia,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Chrysogrammitis_glandulosa,Chrysogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Chrysogrammitis_musgraviana,Chrysogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Ctenopterella_parvula,Ctenopterella,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Ctenopterella_zenkeri,Ctenopterella,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Rouhania_pygmaea,Rouhania,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Aenigmatogrammitis_stenophylla,Aenigmatogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Archigrammitis_friderici-et-pauli,Archigrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Ctenopterella_denticulata,Ctenopterella,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Nanogrammitis_holophlebia,Nanogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Nanogrammitis_synsora,Nanogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Nanogrammitis_pellucidovenosa,Nanogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Nanogrammitis_pervillei,Nanogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Nanogrammitis_obtusa,Nanogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Xiphopterella_hieronymusii,Xiphopterella,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Xiphopterella_sparsipilosa,Xiphopterella,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_achilleifolia,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_perpusilla,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_setosa,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_gradata,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_blepharidea,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_hyalina,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_caucana,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_cookii,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_williamsii,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_taenifolia,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_truncicola,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_setulosa,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_microlepis,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_plicata,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_serricula,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_zurquina,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_trichomanoides,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_sherringii,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_aphelolepis,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_basiattenuata,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_inaccessa,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_longisetosa,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_grisebachii,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Moranopteris_nana,Moranopteris,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_brevistipes,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_affinis,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_apiculata,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_calolepis,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_humilis,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_tamandarei,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_major,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_paramicola,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_ciliolepis,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_jimenezii,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_itatimensis,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_oreophila,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_pseudocapillaris,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_tmesipteris,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_bishopii,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_flagellipinnata,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_subsessilis,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_pendula,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_isidrensis,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_simacensis,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_melanotrichia,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_randallii,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_kaieteura,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_tenuicula,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_hombersleyi,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_cantarensis,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_depressa,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_dissimulans,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_suprasculpta,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_suspensa,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_phlegmaria,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Lellingeria_subimpressa,Lellingeria,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Stenogrammitis_hartii,Stenogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Stenogrammitis_limula,Stenogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Stenogrammitis_nutata,Stenogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
Stenogrammitis_prionodes,Stenogrammitis,Grammitidoideae,Polypodiaceae,Polypodiineae,Polypodiales
